ら戳,丁,秨絃基,程蔼基,程基,Μ絃基,Θユ秖
2019/4/25,09:00:00,24.25,24.3,24.2,24.25,889
2019/4/25,09:15:00,24.25,24.25,24.2,24.25,761
2019/4/25,09:30:00,24.25,24.35,24.2,24.3,1184
2019/4/25,09:45:00,24.3,24.35,24.25,24.3,289
2019/4/25,10:00:00,24.3,24.35,24.3,24.3,171
2019/4/25,10:15:00,24.3,24.35,24.3,24.35,351
2019/4/25,10:30:00,24.35,24.35,24.25,24.25,437
2019/4/25,10:45:00,24.25,24.3,24.25,24.25,147
2019/4/25,11:00:00,24.3,24.3,24.25,24.25,258
2019/4/25,11:15:00,24.25,24.3,24.25,24.25,270
2019/4/25,11:30:00,24.25,24.3,24.25,24.3,290
2019/4/25,11:45:00,24.25,24.3,24.25,24.3,325
2019/4/25,12:00:00,24.25,24.3,24.25,24.3,486
2019/4/25,12:15:00,24.3,24.3,24.25,24.25,295
2019/4/25,12:30:00,24.25,24.35,24.25,24.3,534
2019/4/25,12:45:00,24.3,24.35,24.3,24.3,238
2019/4/25,13:00:00,24.3,24.35,24.3,24.3,552
2019/4/25,13:15:00,24.3,24.35,24.25,24.25,3348
2019/4/26,09:00:00,24.35,24.45,24.3,24.4,2325
2019/4/26,09:15:00,24.4,24.5,24.4,24.5,1845
2019/4/26,09:30:00,24.45,24.6,24.45,24.55,3079
2019/4/26,09:45:00,24.55,24.6,24.55,24.55,929
2019/4/26,10:00:00,24.55,24.6,24.55,24.55,650
2019/4/26,10:15:00,24.55,24.6,24.55,24.55,828
2019/4/26,10:30:00,24.55,24.6,24.55,24.55,713
2019/4/26,10:45:00,24.6,24.65,24.55,24.65,1901
2019/4/26,11:00:00,24.65,24.75,24.6,24.75,1644
2019/4/26,11:15:00,24.75,24.8,24.65,24.65,1989
2019/4/26,11:30:00,24.65,24.7,24.65,24.7,571
2019/4/26,11:45:00,24.7,24.75,24.65,24.7,611
2019/4/26,12:00:00,24.75,24.75,24.65,24.7,759
2019/4/26,12:15:00,24.7,24.75,24.65,24.7,629
2019/4/26,12:30:00,24.65,24.75,24.65,24.75,485
2019/4/26,12:45:00,24.7,24.75,24.65,24.75,646
2019/4/26,13:00:00,24.7,24.75,24.7,24.75,586
2019/4/26,13:15:00,24.75,24.75,24.7,24.75,2822
2019/4/29,09:00:00,24.95,25.8,24.95,25.5,7941
2019/4/29,09:15:00,25.5,25.5,25.3,25.45,2218
2019/4/29,09:30:00,25.4,25.5,25.4,25.4,1855
2019/4/29,09:45:00,25.45,25.45,25.1,25.1,2227
2019/4/29,10:00:00,25.1,25.35,25.1,25.25,1281
2019/4/29,10:15:00,25.25,25.4,25.2,25.4,1658
2019/4/29,10:30:00,25.35,25.4,25.35,25.35,585
2019/4/29,10:45:00,25.35,25.4,25.35,25.4,404
2019/4/29,11:00:00,25.35,25.4,25.35,25.35,1425
2019/4/29,11:15:00,25.4,25.45,25.3,25.3,1243
2019/4/29,11:30:00,25.3,25.35,25.3,25.35,478
2019/4/29,11:45:00,25.3,25.35,25.25,25.25,885
2019/4/29,12:00:00,25.3,25.3,25.25,25.3,377
2019/4/29,12:15:00,25.25,25.3,25.25,25.3,470
2019/4/29,12:30:00,25.3,25.3,25.25,25.3,666
2019/4/29,12:45:00,25.3,25.35,25.25,25.3,1662
2019/4/29,13:00:00,25.35,25.35,25.25,25.25,1675
2019/4/29,13:15:00,25.25,25.4,25.25,25.4,2791
2019/4/30,09:00:00,25.4,25.45,25.35,25.4,1607
2019/4/30,09:15:00,25.4,25.4,25.35,25.4,550
2019/4/30,09:30:00,25.4,25.4,25.3,25.3,2193
2019/4/30,09:45:00,25.3,25.35,25.25,25.3,1489
2019/4/30,10:00:00,25.3,25.3,25.25,25.25,311
2019/4/30,10:15:00,25.25,25.3,25.25,25.25,357
2019/4/30,10:30:00,25.3,25.3,25.25,25.3,352
2019/4/30,10:45:00,25.25,25.35,25.25,25.3,1176
2019/4/30,11:00:00,25.3,25.4,25.3,25.4,753
2019/4/30,11:15:00,25.35,25.4,25.35,25.35,261
2019/4/30,11:30:00,25.35,25.4,25.35,25.4,292
2019/4/30,11:45:00,25.4,25.4,25.35,25.35,216
2019/4/30,12:00:00,25.4,25.4,25.35,25.35,359
2019/4/30,12:15:00,25.4,25.4,25.35,25.4,538
2019/4/30,12:30:00,25.35,25.4,25.35,25.4,655
2019/4/30,12:45:00,25.35,25.4,25.35,25.35,504
2019/4/30,13:00:00,25.35,25.4,25.35,25.4,905
2019/4/30,13:15:00,25.4,25.45,25.35,25.35,5158
2019/5/2,09:00:00,25.35,25.5,25.35,25.4,2403
2019/5/2,09:15:00,25.45,25.5,25.4,25.5,1333
2019/5/2,09:30:00,25.5,25.55,25.45,25.55,1598
2019/5/2,09:45:00,25.55,25.55,25.5,25.55,964
2019/5/2,10:00:00,25.5,25.55,25.5,25.55,1046
2019/5/2,10:15:00,25.55,25.55,25.5,25.55,656
2019/5/2,10:30:00,25.5,25.55,25.45,25.45,1081
2019/5/2,10:45:00,25.45,25.5,25.45,25.45,741
2019/5/2,11:00:00,25.5,25.5,25.45,25.45,425
2019/5/2,11:15:00,25.45,25.5,25.45,25.45,801
2019/5/2,11:30:00,25.5,25.5,25.45,25.45,721
2019/5/2,11:45:00,25.5,25.5,25.45,25.45,698
2019/5/2,12:00:00,25.45,25.5,25.45,25.45,441
2019/5/2,12:15:00,25.5,25.5,25.45,25.45,544
2019/5/2,12:30:00,25.45,25.5,25.45,25.5,595
2019/5/2,12:45:00,25.5,25.5,25.45,25.45,608
2019/5/2,13:00:00,25.45,25.5,25.45,25.5,876
2019/5/2,13:15:00,25.5,25.5,25.45,25.5,2178
2019/5/3,09:00:00,25.5,25.55,25.45,25.45,982
2019/5/3,09:15:00,25.45,25.5,25.35,25.35,1868
2019/5/3,09:30:00,25.4,25.4,25.3,25.3,3447
2019/5/3,09:45:00,25.3,25.35,25.3,25.3,946
2019/5/3,10:00:00,25.3,25.35,25.3,25.3,1329
2019/5/3,10:15:00,25.35,25.35,25.3,25.3,558
2019/5/3,10:30:00,25.3,25.35,25.25,25.25,1751
2019/5/3,10:45:00,25.25,25.3,25.25,25.25,554
2019/5/3,11:00:00,25.25,25.3,25.25,25.25,674
2019/5/3,11:15:00,25.3,25.3,25.25,25.25,630
2019/5/3,11:30:00,25.3,25.3,25.25,25.3,573
2019/5/3,11:45:00,25.3,25.3,25.25,25.25,807
2019/5/3,12:00:00,25.3,25.3,25.25,25.25,640
2019/5/3,12:15:00,25.25,25.3,25.25,25.3,679
2019/5/3,12:30:00,25.25,25.35,25.25,25.35,1607
2019/5/3,12:45:00,25.35,25.35,25.3,25.3,542
2019/5/3,13:00:00,25.35,25.4,25.3,25.3,1498
2019/5/3,13:15:00,25.3,25.35,25.3,25.3,2321
2019/5/6,09:00:00,25.1,25.1,24.7,24.95,8303
2019/5/6,09:15:00,24.95,25,24.9,25,2047
2019/5/6,09:30:00,25,25,24.95,24.95,1357
2019/5/6,09:45:00,24.95,25,24.95,24.95,1485
2019/5/6,10:00:00,24.95,25,24.95,24.95,2393
2019/5/6,10:15:00,24.95,25,24.95,25,1724
2019/5/6,10:30:00,25,25,24.95,24.95,769
2019/5/6,10:45:00,25,25,24.95,24.95,2408
2019/5/6,11:00:00,24.95,25,24.95,24.95,555
2019/5/6,11:15:00,24.95,25.05,24.95,25.05,3075
2019/5/6,11:30:00,25.05,25.1,25.05,25.1,517
2019/5/6,11:45:00,25.1,25.1,25,25,2268
2019/5/6,12:00:00,25,25.05,25,25,623
2019/5/6,12:15:00,25,25.05,25,25.05,1133
2019/5/6,12:30:00,25,25.05,25,25,1841
2019/5/6,12:45:00,25,25.1,25,25.05,2344
2019/5/6,13:00:00,25,25.05,25,25,837
2019/5/6,13:15:00,25,25.05,25,25,3374
2019/5/7,09:00:00,25,25.25,25,25.25,3059
2019/5/7,09:15:00,25.25,25.25,25.15,25.15,1801
2019/5/7,09:30:00,25.15,25.15,25.1,25.15,1023
2019/5/7,09:45:00,25.15,25.15,25.1,25.1,453
2019/5/7,10:00:00,25.1,25.15,25.1,25.15,435
2019/5/7,10:15:00,25.15,25.15,25.05,25.1,2076
2019/5/7,10:30:00,25.05,25.1,25.05,25.1,504
2019/5/7,10:45:00,25.05,25.1,25.05,25.05,619
2019/5/7,11:00:00,25.05,25.1,25.05,25.1,629
2019/5/7,11:15:00,25.05,25.1,25.05,25.1,635
2019/5/7,11:30:00,25.1,25.1,25.05,25.1,276
2019/5/7,11:45:00,25.1,25.1,25.05,25.1,293
2019/5/7,12:00:00,25.1,25.1,25.05,25.1,1078
2019/5/7,12:15:00,25.1,25.15,25.1,25.1,735
2019/5/7,12:30:00,25.1,25.15,25.1,25.15,223
2019/5/7,12:45:00,25.1,25.15,25.1,25.15,1188
2019/5/7,13:00:00,25.15,25.15,25.1,25.1,1138
2019/5/7,13:15:00,25.1,25.15,25.1,25.15,2314
2019/5/8,09:00:00,25,25.05,24.95,25.05,3946
2019/5/8,09:15:00,25,25.1,25,25.05,788
2019/5/8,09:30:00,25.1,25.15,25.05,25.15,680
2019/5/8,09:45:00,25.15,25.15,25.1,25.1,1183
2019/5/8,10:00:00,25.1,25.1,25.05,25.05,311
2019/5/8,10:15:00,25.05,25.1,25.05,25.05,331
2019/5/8,10:30:00,25.1,25.1,25.05,25.05,327
2019/5/8,10:45:00,25.05,25.15,25.05,25.1,902
2019/5/8,11:00:00,25.15,25.15,25.1,25.1,219
2019/5/8,11:15:00,25.15,25.15,25.1,25.1,262
2019/5/8,11:30:00,25.1,25.15,25.1,25.15,205
2019/5/8,11:45:00,25.15,25.15,25.1,25.1,193
2019/5/8,12:00:00,25.15,25.15,25.1,25.1,443
2019/5/8,12:15:00,25.15,25.15,25.1,25.1,339
2019/5/8,12:30:00,25.1,25.15,25.1,25.1,484
2019/5/8,12:45:00,25.1,25.15,25.05,25.05,1661
2019/5/8,13:00:00,25.1,25.15,25.05,25.15,1875
2019/5/8,13:15:00,25.1,25.15,25.1,25.1,2146
2019/5/9,09:00:00,25.1,25.2,25.1,25.2,1915
2019/5/9,09:15:00,25.2,25.2,25.15,25.2,1162
2019/5/9,09:30:00,25.2,25.25,25.2,25.25,711
2019/5/9,09:45:00,25.2,25.25,25.1,25.15,2934
2019/5/9,10:00:00,25.15,25.15,25.05,25.1,1334
2019/5/9,10:15:00,25.05,25.1,25,25,1831
2019/5/9,10:30:00,25,25.1,25,25.1,1589
2019/5/9,10:45:00,25.05,25.1,25.05,25.1,371
2019/5/9,11:00:00,25.1,25.1,25.05,25.1,306
2019/5/9,11:15:00,25.1,25.1,25.05,25.1,518
2019/5/9,11:30:00,25.05,25.1,25.05,25.05,533
2019/5/9,11:45:00,25.05,25.1,25.05,25.05,554
2019/5/9,12:00:00,25.05,25.1,25.05,25.05,615
2019/5/9,12:15:00,25.1,25.1,25.05,25.05,636
2019/5/9,12:30:00,25.05,25.1,25.05,25.05,902
