ら戳,丁,秨絃基,程蔼基,程基,Μ絃基,Θユ秖
2019/4/25,09:00:00,44.45,44.6,44.35,44.55,2399
2019/4/25,09:15:00,44.55,44.55,44.5,44.55,998
2019/4/25,09:30:00,44.5,44.55,44.45,44.45,746
2019/4/25,09:45:00,44.45,44.5,44.45,44.5,1152
2019/4/25,10:00:00,44.45,44.55,44.45,44.45,400
2019/4/25,10:15:00,44.5,44.55,44.45,44.5,769
2019/4/25,10:30:00,44.5,44.55,44.5,44.55,334
2019/4/25,10:45:00,44.5,44.55,44.5,44.55,250
2019/4/25,11:00:00,44.5,44.55,44.45,44.45,614
2019/4/25,11:15:00,44.45,44.55,44.45,44.5,527
2019/4/25,11:30:00,44.5,44.55,44.45,44.5,510
2019/4/25,11:45:00,44.5,44.55,44.45,44.5,573
2019/4/25,12:00:00,44.5,44.5,44.45,44.5,368
2019/4/25,12:15:00,44.45,44.5,44.45,44.45,299
2019/4/25,12:30:00,44.45,44.5,44.4,44.4,769
2019/4/25,12:45:00,44.45,44.45,44.4,44.4,246
2019/4/25,13:00:00,44.4,44.45,44.4,44.4,525
2019/4/25,13:15:00,44.45,44.45,44.35,44.35,2004
2019/4/26,09:00:00,44.35,44.4,44.3,44.4,868
2019/4/26,09:15:00,44.35,44.45,44.35,44.4,552
2019/4/26,09:30:00,44.4,44.45,44.4,44.4,221
2019/4/26,09:45:00,44.4,44.45,44.4,44.4,276
2019/4/26,10:00:00,44.4,44.45,44.4,44.45,288
2019/4/26,10:15:00,44.45,44.45,44.4,44.4,273
2019/4/26,10:30:00,44.4,44.45,44.4,44.4,199
2019/4/26,10:45:00,44.4,44.45,44.4,44.4,325
2019/4/26,11:00:00,44.4,44.45,44.4,44.4,337
2019/4/26,11:15:00,44.4,44.45,44.35,44.35,456
2019/4/26,11:30:00,44.4,44.4,44.35,44.4,153
2019/4/26,11:45:00,44.4,44.4,44.35,44.4,324
2019/4/26,12:00:00,44.35,44.4,44.35,44.4,176
2019/4/26,12:15:00,44.4,44.4,44.35,44.4,229
2019/4/26,12:30:00,44.4,44.4,44.35,44.4,193
2019/4/26,12:45:00,44.4,44.4,44.35,44.4,263
2019/4/26,13:00:00,44.4,44.4,44.35,44.4,870
2019/4/26,13:15:00,44.35,44.5,44.35,44.5,2599
2019/4/29,09:00:00,44.4,44.8,44.4,44.75,3345
2019/4/29,09:15:00,44.75,44.8,44.7,44.75,1335
2019/4/29,09:30:00,44.7,44.75,44.6,44.7,1288
2019/4/29,09:45:00,44.7,44.7,44.6,44.65,621
2019/4/29,10:00:00,44.65,44.7,44.6,44.65,510
2019/4/29,10:15:00,44.65,44.7,44.6,44.65,509
2019/4/29,10:30:00,44.65,44.65,44.6,44.65,241
2019/4/29,10:45:00,44.65,44.65,44.6,44.6,302
2019/4/29,11:00:00,44.6,44.65,44.6,44.65,563
2019/4/29,11:15:00,44.65,44.65,44.6,44.6,227
2019/4/29,11:30:00,44.6,44.65,44.6,44.6,228
2019/4/29,11:45:00,44.65,44.65,44.6,44.6,246
2019/4/29,12:00:00,44.6,44.65,44.6,44.65,185
2019/4/29,12:15:00,44.6,44.65,44.6,44.65,270
2019/4/29,12:30:00,44.65,44.65,44.6,44.6,661
2019/4/29,12:45:00,44.6,44.65,44.6,44.6,534
2019/4/29,13:00:00,44.65,44.65,44.6,44.6,526
2019/4/29,13:15:00,44.6,44.65,44.6,44.6,2176
2019/4/30,09:00:00,44.7,44.75,44.65,44.7,868
2019/4/30,09:15:00,44.7,44.7,44.65,44.65,412
2019/4/30,09:30:00,44.65,44.7,44.6,44.65,722
2019/4/30,09:45:00,44.6,44.65,44.5,44.55,930
2019/4/30,10:00:00,44.55,44.6,44.5,44.5,394
2019/4/30,10:15:00,44.5,44.55,44.5,44.5,351
2019/4/30,10:30:00,44.5,44.6,44.5,44.6,285
2019/4/30,10:45:00,44.55,44.65,44.55,44.6,737
2019/4/30,11:00:00,44.6,44.6,44.55,44.6,145
2019/4/30,11:15:00,44.6,44.6,44.55,44.6,157
2019/4/30,11:30:00,44.6,44.6,44.55,44.6,250
2019/4/30,11:45:00,44.6,44.65,44.55,44.65,334
2019/4/30,12:00:00,44.65,44.65,44.55,44.6,524
2019/4/30,12:15:00,44.6,44.6,44.55,44.6,230
2019/4/30,12:30:00,44.6,44.65,44.55,44.65,505
2019/4/30,12:45:00,44.6,44.7,44.6,44.6,440
2019/4/30,13:00:00,44.65,44.75,44.65,44.75,1452
2019/4/30,13:15:00,44.75,44.8,44.7,44.7,4319
2019/5/2,09:00:00,44.7,44.9,44.7,44.85,1612
2019/5/2,09:15:00,44.85,45.15,44.8,45.15,3093
2019/5/2,09:30:00,45.1,45.15,45.05,45.1,1829
2019/5/2,09:45:00,45.05,45.15,45.05,45.1,988
2019/5/2,10:00:00,45.1,45.15,45.1,45.1,691
2019/5/2,10:15:00,45.15,45.2,45.1,45.2,1421
2019/5/2,10:30:00,45.2,45.2,45.15,45.2,1373
2019/5/2,10:45:00,45.2,45.2,45.15,45.15,977
2019/5/2,11:00:00,45.2,45.25,45.15,45.25,2616
2019/5/2,11:15:00,45.25,45.3,45.2,45.3,1460
2019/5/2,11:30:00,45.3,45.55,45.25,45.55,2890
2019/5/2,11:45:00,45.5,45.6,45.5,45.55,2207
2019/5/2,12:00:00,45.6,45.65,45.55,45.6,1796
2019/5/2,12:15:00,45.6,45.65,45.55,45.6,1381
2019/5/2,12:30:00,45.6,45.65,45.55,45.65,1206
2019/5/2,12:45:00,45.6,45.65,45.6,45.6,831
2019/5/2,13:00:00,45.6,45.65,45.55,45.6,1800
2019/5/2,13:15:00,45.6,45.65,45.55,45.65,3956
2019/5/3,09:00:00,45.65,45.7,45.15,45.3,4627
2019/5/3,09:15:00,45.3,45.4,45.3,45.4,1948
2019/5/3,09:30:00,45.35,45.55,45.35,45.5,2172
2019/5/3,09:45:00,45.5,45.5,45.35,45.4,1068
2019/5/3,10:00:00,45.4,45.45,45.35,45.4,986
2019/5/3,10:15:00,45.4,45.45,45.35,45.35,600
2019/5/3,10:30:00,45.4,45.4,45.35,45.4,833
2019/5/3,10:45:00,45.4,45.45,45.4,45.45,937
2019/5/3,11:00:00,45.45,45.45,45.4,45.45,774
2019/5/3,11:15:00,45.45,45.45,45.4,45.45,651
2019/5/3,11:30:00,45.45,45.45,45.4,45.4,892
2019/5/3,11:45:00,45.4,45.45,45.3,45.35,1741
2019/5/3,12:00:00,45.4,45.45,45.35,45.4,1066
2019/5/3,12:15:00,45.4,45.55,45.4,45.5,1013
2019/5/3,12:30:00,45.55,45.6,45.5,45.55,984
2019/5/3,12:45:00,45.55,45.6,45.5,45.6,901
2019/5/3,13:00:00,45.6,45.6,45.55,45.6,937
2019/5/3,13:15:00,45.6,45.6,45.45,45.45,1643
2019/5/6,09:00:00,44.65,44.65,44.3,44.5,6961
2019/5/6,09:15:00,44.55,44.7,44.45,44.65,2262
2019/5/6,09:30:00,44.65,44.65,44.45,44.5,1840
2019/5/6,09:45:00,44.45,44.5,44.45,44.5,756
2019/5/6,10:00:00,44.5,44.55,44.45,44.55,789
2019/5/6,10:15:00,44.55,44.55,44.5,44.55,308
2019/5/6,10:30:00,44.5,44.55,44.4,44.4,1719
2019/5/6,10:45:00,44.4,44.45,44.35,44.4,1640
2019/5/6,11:00:00,44.35,44.45,44.35,44.4,918
2019/5/6,11:15:00,44.4,44.45,44.4,44.45,431
2019/5/6,11:30:00,44.4,44.45,44.4,44.45,369
2019/5/6,11:45:00,44.4,44.45,44.4,44.4,456
2019/5/6,12:00:00,44.4,44.45,44.35,44.35,886
2019/5/6,12:15:00,44.4,44.45,44.35,44.45,467
2019/5/6,12:30:00,44.45,44.5,44.4,44.5,689
2019/5/6,12:45:00,44.5,44.5,44.4,44.45,1134
2019/5/6,13:00:00,44.45,44.45,44.4,44.45,567
2019/5/6,13:15:00,44.4,44.5,44.4,44.5,1715
2019/5/7,09:00:00,44.6,44.6,44.4,44.4,1198
2019/5/7,09:15:00,44.4,44.5,44.4,44.45,612
2019/5/7,09:30:00,44.45,44.45,44.4,44.4,337
2019/5/7,09:45:00,44.4,44.5,44.4,44.45,1296
2019/5/7,10:00:00,44.45,44.5,44.4,44.5,834
2019/5/7,10:15:00,44.5,44.55,44.45,44.55,928
2019/5/7,10:30:00,44.55,44.55,44.5,44.5,512
2019/5/7,10:45:00,44.5,44.55,44.45,44.5,489
2019/5/7,11:00:00,44.5,44.5,44.45,44.45,428
2019/5/7,11:15:00,44.5,44.5,44.45,44.45,621
2019/5/7,11:30:00,44.5,44.5,44.4,44.4,457
2019/5/7,11:45:00,44.45,44.45,44.4,44.4,547
2019/5/7,12:00:00,44.4,44.45,44.4,44.4,404
2019/5/7,12:15:00,44.45,44.45,44.4,44.4,533
2019/5/7,12:30:00,44.4,44.45,44.4,44.4,456
2019/5/7,12:45:00,44.4,44.45,44.35,44.35,1081
2019/5/7,13:00:00,44.35,44.4,44.35,44.35,1491
2019/5/7,13:15:00,44.35,44.4,44.35,44.35,2017
2019/5/8,09:00:00,44.15,44.2,44,44.1,2219
2019/5/8,09:15:00,44.05,44.1,44.05,44.05,399
2019/5/8,09:30:00,44.1,44.15,44,44,2385
2019/5/8,09:45:00,44.05,44.1,44,44.05,515
2019/5/8,10:00:00,44.05,44.1,44,44.05,978
2019/5/8,10:15:00,44.05,44.1,44,44.05,722
2019/5/8,10:30:00,44.1,44.1,44.05,44.1,271
2019/5/8,10:45:00,44.1,44.15,44.05,44.15,606
2019/5/8,11:00:00,44.15,44.15,44.05,44.1,389
2019/5/8,11:15:00,44.05,44.1,44.05,44.1,289
2019/5/8,11:30:00,44.1,44.1,44.05,44.05,466
2019/5/8,11:45:00,44.1,44.1,44.05,44.1,348
2019/5/8,12:00:00,44.05,44.1,44.05,44.1,479
2019/5/8,12:15:00,44.1,44.1,44.05,44.05,516
2019/5/8,12:30:00,44.05,44.1,44.05,44.1,1082
2019/5/8,12:45:00,44.1,44.1,44,44,1143
2019/5/8,13:00:00,44.05,44.05,44,44.05,1022
2019/5/8,13:15:00,44.05,44.1,44,44.05,2391
2019/5/9,09:00:00,44,44,43.8,43.85,4976
2019/5/9,09:15:00,43.85,43.9,43.75,43.8,3473
2019/5/9,09:30:00,43.75,43.75,43.65,43.65,2613
2019/5/9,09:45:00,43.65,43.65,43.55,43.55,2183
2019/5/9,10:00:00,43.6,43.6,43.55,43.6,1158
2019/5/9,10:15:00,43.55,43.6,43.5,43.5,2259
2019/5/9,10:30:00,43.5,43.55,43.5,43.55,1242
2019/5/9,10:45:00,43.55,43.65,43.55,43.6,2020
2019/5/9,11:00:00,43.6,43.7,43.6,43.6,945
2019/5/9,11:15:00,43.65,43.7,43.6,43.7,781
2019/5/9,11:30:00,43.7,43.7,43.65,43.65,551
2019/5/9,11:45:00,43.7,43.7,43.6,43.6,650
2019/5/9,12:00:00,43.65,43.65,43.6,43.6,595
2019/5/9,12:15:00,43.6,43.65,43.55,43.55,862
2019/5/9,12:30:00,43.55,43.6,43.55,43.55,986
2019/5/9,12:45:00,43.6,43.6,43.55,43.55,694
2019/5/9,13:00:00,43.55,43.6,43.5,43.55,1195
2019/5/9,13:15:00,43.55,43.6,43.5,43.5,4624
2019/5/10,09:00:00,43.6,43.75,43.6,43.6,1168
2019/5/10,09:15:00,43.6,43.65,43.6,43.6,536
2019/5/10,09:30:00,43.6,43.7,43.6,43.65,864
2019/5/10,09:45:00,43.7,43.7,43.6,43.7,1010
2019/5/10,10:00:00,43.7,43.7,43.65,43.7,654
2019/5/10,10:15:00,43.7,43.75,43.65,43.65,509
2019/5/10,10:30:00,43.65,43.7,43.6,43.6,576
2019/5/10,10:45:00,43.6,43.65,43.55,43.55,1284
2019/5/10,11:00:00,43.55,43.55,43.5,43.5,1801
2019/5/10,11:15:00,43.5,43.55,43.3,43.3,2620
2019/5/10,11:30:00,43.35,43.4,43.3,43.4,1772
2019/5/10,11:45:00,43.4,43.45,43.35,43.4,879
2019/5/10,12:00:00,43.35,43.45,43.3,43.3,1898
2019/5/10,12:15:00,43.35,43.35,43.3,43.3,726
2019/5/10,12:30:00,43.3,43.35,43.2,43.25,1904
2019/5/10,12:45:00,43.2,43.25,43.2,43.25,817
2019/5/10,13:00:00,43.25,43.25,43.2,43.2,1198
2019/5/10,13:15:00,43.25,43.35,43.2,43.2,2658
2019/5/13,09:00:00,43.1,43.15,42.6,42.6,4096
2019/5/13,09:15:00,42.6,42.6,42.3,42.35,5339
2019/5/13,09:30:00,42.35,42.35,42.1,42.15,4347
2019/5/13,09:45:00,42.15,42.3,42.15,42.25,1078
2019/5/13,10:00:00,42.25,42.3,42.2,42.2,1516
2019/5/13,10:15:00,42.2,42.25,42,42.05,3617
2019/5/13,10:30:00,42.05,42.05,42,42,2607
2019/5/13,10:45:00,42,42.05,42,42.05,1286
2019/5/13,11:00:00,42,42.05,42,42,1341
2019/5/13,11:15:00,42,42.05,41.95,41.95,1820
2019/5/13,11:30:00,41.95,42,41.95,41.95,1135
2019/5/13,11:45:00,41.95,42.05,41.95,42.05,2273
2019/5/13,12:00:00,42.05,42.1,42,42.05,1022
2019/5/13,12:15:00,42.1,42.1,42,42.1,686
2019/5/13,12:30:00,42.1,42.1,42.05,42.1,582
2019/5/13,12:45:00,42.1,42.1,42,42,1385
2019/5/13,13:00:00,42.05,42.1,41.95,42,2742
2019/5/13,13:15:00,42,42.05,41.95,41.95,3881
2019/5/14,09:00:00,40.1,40.55,40.1,40.55,17165
2019/5/14,09:15:00,40.5,40.55,40.4,40.4,5273
2019/5/14,09:30:00,40.45,40.5,40.4,40.45,4207
2019/5/14,09:45:00,40.5,40.5,40.2,40.4,9150
2019/5/14,10:00:00,40.4,40.45,40.35,40.45,2710
2019/5/14,10:15:00,40.45,40.6,40.4,40.6,4169
2019/5/14,10:30:00,40.6,40.65,40.6,40.6,1896
2019/5/14,10:45:00,40.65,40.65,40.6,40.65,1892
2019/5/14,11:00:00,40.6,40.65,40.5,40.5,3000
2019/5/14,11:15:00,40.55,40.55,40.5,40.55,1867
2019/5/14,11:30:00,40.5,40.55,40.45,40.45,2483
2019/5/14,11:45:00,40.45,40.6,40.45,40.6,2983
2019/5/14,12:00:00,40.6,40.6,40.5,40.55,1695
2019/5/14,12:15:00,40.55,40.55,40.5,40.55,1656
2019/5/14,12:30:00,40.55,40.55,40.5,40.5,2371
2019/5/14,12:45:00,40.5,40.55,40.5,40.5,2576
2019/5/14,13:00:00,40.55,40.55,40.5,40.55,2261
2019/5/14,13:15:00,40.5,40.6,40.45,40.45,8273
2019/5/15,09:00:00,40.55,40.9,40.55,40.8,4486
2019/5/15,09:15:00,40.85,41.4,40.8,41.25,4399
2019/5/15,09:30:00,41.25,41.25,41.1,41.15,1289
2019/5/15,09:45:00,41.15,41.3,41.1,41.25,1180
2019/5/15,10:00:00,41.2,41.25,41.15,41.2,1147
2019/5/15,10:15:00,41.15,41.2,41.1,41.1,806
2019/5/15,10:30:00,41.1,41.2,41.1,41.15,764
2019/5/15,10:45:00,41.2,41.2,41.15,41.15,418
2019/5/15,11:00:00,41.15,41.2,41.1,41.15,801
2019/5/15,11:15:00,41.1,41.15,41.05,41.05,1016
2019/5/15,11:30:00,41.1,41.1,41.05,41.1,687
2019/5/15,11:45:00,41.1,41.1,41,41,723
2019/5/15,12:00:00,41,41.05,41,41,724
