ら戳,丁,秨絃基,程蔼基,程基,Μ絃基,Θユ秖
2019/4/25,09:00:00,110.5,110.5,110,110.5,657
2019/4/25,09:15:00,110,110.5,110,110,94
2019/4/25,09:30:00,110.5,110.5,110,110.5,412
2019/4/25,09:45:00,110.5,110.5,110,110.5,301
2019/4/25,10:00:00,110.5,110.5,110,110.5,239
2019/4/25,10:15:00,110.5,110.5,110,110.5,214
2019/4/25,10:30:00,110.5,110.5,110,110.5,152
2019/4/25,10:45:00,110.5,110.5,110,110.5,91
2019/4/25,11:00:00,110.5,110.5,110,110.5,286
2019/4/25,11:15:00,110.5,110.5,110,110,94
2019/4/25,11:30:00,110.5,110.5,110,110.5,97
2019/4/25,11:45:00,110.5,110.5,110,110.5,77
2019/4/25,12:00:00,110.5,110.5,110,110.5,71
2019/4/25,12:15:00,110.5,110.5,110,110.5,71
2019/4/25,12:30:00,110.5,110.5,110,110.5,97
2019/4/25,12:45:00,110.5,110.5,110,110.5,198
2019/4/25,13:00:00,110,110.5,110,110.5,126
2019/4/25,13:15:00,110,111,110,110.5,662
2019/4/26,09:00:00,110.5,111,110,110.5,953
2019/4/26,09:15:00,110.5,111,110,110.5,1615
2019/4/26,09:30:00,111,111,110.5,111,133
2019/4/26,09:45:00,110.5,111,110.5,111,90
2019/4/26,10:00:00,111,111,110.5,111,130
2019/4/26,10:15:00,111,111,110.5,110.5,74
2019/4/26,10:30:00,111,111,110.5,110.5,103
2019/4/26,10:45:00,111,111,110.5,111,152
2019/4/26,11:00:00,111,111,110.5,110.5,380
2019/4/26,11:15:00,111,111,110.5,110.5,240
2019/4/26,11:30:00,110.5,111,110.5,111,147
2019/4/26,11:45:00,111,111,110.5,110.5,159
2019/4/26,12:00:00,111,111,110.5,110.5,152
2019/4/26,12:15:00,111,111,110.5,111,85
2019/4/26,12:30:00,111,111,110.5,110.5,547
2019/4/26,12:45:00,110.5,111,110,110.5,148
2019/4/26,13:00:00,110.5,110.5,110,110.5,220
2019/4/26,13:15:00,110.5,110.5,110,110.5,1234
2019/4/29,09:00:00,110.5,110.5,110,110.5,413
2019/4/29,09:15:00,110.5,111,110,110.5,1123
2019/4/29,09:30:00,110.5,111,110.5,111,141
2019/4/29,09:45:00,111,111,110.5,111,268
2019/4/29,10:00:00,110.5,111,110.5,110.5,104
2019/4/29,10:15:00,111,111,110.5,110.5,78
2019/4/29,10:30:00,111,111,110.5,111,132
2019/4/29,10:45:00,111,111,110.5,111,93
2019/4/29,11:00:00,111,111,110.5,111,108
2019/4/29,11:15:00,111,111,110.5,111,94
2019/4/29,11:30:00,111,111,110.5,111,147
2019/4/29,11:45:00,110.5,111,110.5,111,104
2019/4/29,12:00:00,111,111,110.5,111,143
2019/4/29,12:15:00,111,111,110.5,111,145
2019/4/29,12:30:00,111,111,110.5,111,158
2019/4/29,12:45:00,111,111,110.5,110.5,199
2019/4/29,13:00:00,111,111,110.5,110.5,263
2019/4/29,13:15:00,111,111,110.5,111,1099
2019/4/30,09:00:00,111,111,110.5,111,257
2019/4/30,09:15:00,111,111,110.5,111,1049
2019/4/30,09:30:00,111,111,110.5,111,234
2019/4/30,09:45:00,111,111,110.5,111,259
2019/4/30,10:00:00,110.5,111,110.5,111,339
2019/4/30,10:15:00,110.5,111,110.5,110.5,466
2019/4/30,10:30:00,110.5,111,110.5,111,749
2019/4/30,10:45:00,110.5,111,110.5,111,377
2019/4/30,11:00:00,110.5,111,110.5,111,348
2019/4/30,11:15:00,111,111,110.5,111,315
2019/4/30,11:30:00,111,111,110.5,111,237
2019/4/30,11:45:00,111,111,110.5,111,356
2019/4/30,12:00:00,110.5,111,110.5,110.5,373
2019/4/30,12:15:00,111,111,110.5,111,357
2019/4/30,12:30:00,111,111,110.5,111,373
2019/4/30,12:45:00,111,111,110.5,111,348
2019/4/30,13:00:00,110.5,111,110.5,111,413
2019/4/30,13:15:00,111,111.5,110.5,111,3607
2019/5/2,09:00:00,111,111.5,111,111.5,897
2019/5/2,09:15:00,111,111.5,111,111,1226
2019/5/2,09:30:00,111.5,111.5,111,111.5,119
2019/5/2,09:45:00,111,111.5,111,111.5,85
2019/5/2,10:00:00,111,111.5,111,111.5,98
2019/5/2,10:15:00,111,111.5,111,111.5,111
2019/5/2,10:30:00,111,111.5,111,111,443
2019/5/2,10:45:00,111,111.5,111,111,497
2019/5/2,11:00:00,111,111.5,111,111.5,246
2019/5/2,11:15:00,111,111.5,111,111.5,251
2019/5/2,11:30:00,111.5,111.5,111,111.5,233
2019/5/2,11:45:00,111.5,111.5,111,111.5,225
2019/5/2,12:00:00,111.5,111.5,111,111,151
2019/5/2,12:15:00,111,111.5,111,111,149
2019/5/2,12:30:00,111.5,111.5,111,111,142
2019/5/2,12:45:00,111,111.5,111,111,200
2019/5/2,13:00:00,111,111.5,111,111,371
2019/5/2,13:15:00,111.5,111.5,111,111,717
2019/5/3,09:00:00,111,111.5,111,111,484
2019/5/3,09:15:00,111,111.5,111,111,594
2019/5/3,09:30:00,111,111.5,111,111,240
2019/5/3,09:45:00,111,111.5,111,111.5,138
2019/5/3,10:00:00,111.5,111.5,111,111.5,43
2019/5/3,10:15:00,111.5,111.5,111,111,97
2019/5/3,10:30:00,111,111.5,111,111.5,108
2019/5/3,10:45:00,111,111.5,111,111,68
2019/5/3,11:00:00,111.5,111.5,111,111,173
2019/5/3,11:15:00,111.5,111.5,111,111.5,135
2019/5/3,11:30:00,111.5,111.5,111,111.5,84
2019/5/3,11:45:00,111,111.5,111,111,64
2019/5/3,12:00:00,111,111.5,111,111,260
2019/5/3,12:15:00,111.5,111.5,111,111,103
2019/5/3,12:30:00,111.5,111.5,110.5,111,2427
2019/5/3,12:45:00,110.5,111,110.5,111,83
2019/5/3,13:00:00,111,111,110.5,110.5,89
2019/5/3,13:15:00,111,111,110.5,111,729
2019/5/6,09:00:00,111,111,110.5,111,420
2019/5/6,09:15:00,110.5,111,110.5,111,103
2019/5/6,09:30:00,111,111,110.5,111,188
2019/5/6,09:45:00,111,111,110.5,111,207
2019/5/6,10:00:00,111,111,110.5,110.5,95
2019/5/6,10:15:00,111,111,110.5,111,234
2019/5/6,10:30:00,111,111,110.5,111,142
2019/5/6,10:45:00,111,111,110.5,111,220
2019/5/6,11:00:00,111,111,110.5,111,115
2019/5/6,11:15:00,111,111,110.5,110.5,116
2019/5/6,11:30:00,111,111,110.5,111,278
2019/5/6,11:45:00,111,111,110.5,110.5,128
2019/5/6,12:00:00,110.5,111,110,110.5,1593
2019/5/6,12:15:00,110.5,110.5,110,110.5,941
2019/5/6,12:30:00,110.5,110.5,110,110,474
2019/5/6,12:45:00,110.5,110.5,110,110.5,193
2019/5/6,13:00:00,110.5,110.5,110,110.5,348
2019/5/6,13:15:00,110.5,110.5,110,110.5,915
2019/5/7,09:00:00,110.5,111,110.5,110.5,373
2019/5/7,09:15:00,110.5,111,110.5,110.5,90
2019/5/7,09:30:00,111,111,110.5,111,141
2019/5/7,09:45:00,111,111,110.5,110.5,136
2019/5/7,10:00:00,111,111,110.5,111,121
2019/5/7,10:15:00,111,111,110.5,110.5,162
2019/5/7,10:30:00,111,111,110.5,111,139
2019/5/7,10:45:00,111,111,110.5,111,133
2019/5/7,11:00:00,111,111,110.5,111,111
2019/5/7,11:15:00,111,111,110.5,111,171
2019/5/7,11:30:00,111,111,110.5,110.5,131
2019/5/7,11:45:00,111,111,110.5,111,115
2019/5/7,12:00:00,111,111,110.5,111,128
2019/5/7,12:15:00,111,111,110.5,111,110
2019/5/7,12:30:00,111,111,110.5,111,131
2019/5/7,12:45:00,111,111,110.5,111,95
2019/5/7,13:00:00,111,111,110.5,111,291
2019/5/7,13:15:00,111,111,110.5,110.5,946
2019/5/8,09:00:00,110.5,111,110.5,110.5,334
2019/5/8,09:15:00,111,111,110.5,111,106
2019/5/8,09:30:00,111,111,110.5,111,212
2019/5/8,09:45:00,111,111,110.5,111,124
2019/5/8,10:00:00,110.5,111,110.5,110.5,152
2019/5/8,10:15:00,111,111,110.5,111,167
2019/5/8,10:30:00,110.5,111,110.5,111,139
2019/5/8,10:45:00,110.5,111,110.5,111,178
2019/5/8,11:00:00,111,111,110.5,111,138
2019/5/8,11:15:00,111,111,110.5,111,131
2019/5/8,11:30:00,110.5,111,110.5,110.5,118
2019/5/8,11:45:00,111,111,110.5,111,156
2019/5/8,12:00:00,110.5,111,110.5,111,1492
2019/5/8,12:15:00,111,111,110.5,110.5,115
2019/5/8,12:30:00,111,111,110.5,111,220
2019/5/8,12:45:00,110.5,111,110.5,110.5,138
2019/5/8,13:00:00,111,111,110.5,111,421
2019/5/8,13:15:00,110.5,111.5,110.5,111.5,2956
2019/5/9,09:00:00,111,111,111,111,1281
2019/5/9,09:15:00,111,111,110.5,110.5,61
2019/5/9,09:30:00,110.5,111,110.5,110.5,116
2019/5/9,09:45:00,111,111,110.5,110.5,112
2019/5/9,10:00:00,110.5,111,110.5,110.5,226
2019/5/9,10:15:00,110.5,111,110.5,110.5,832
2019/5/9,10:30:00,110.5,111,110.5,110.5,233
2019/5/9,10:45:00,111,111,110.5,110.5,2378
2019/5/9,11:00:00,110.5,111,110.5,111,129
2019/5/9,11:15:00,110.5,111,110.5,110.5,205
2019/5/9,11:30:00,110.5,111,110.5,110.5,173
2019/5/9,11:45:00,110.5,111,110.5,110.5,187
2019/5/9,12:00:00,111,111,110,110,313
2019/5/9,12:15:00,110.5,110.5,110,110,148
2019/5/9,12:30:00,110,110.5,110,110,136
2019/5/9,12:45:00,110.5,110.5,110,110,136
2019/5/9,13:00:00,110.5,110.5,110,110,222
2019/5/9,13:15:00,110.5,110.5,110,110,974
2019/5/10,09:00:00,110,110.5,109.5,110,2351
2019/5/10,09:15:00,110.5,110.5,110,110.5,242
2019/5/10,09:30:00,110.5,110.5,110,110.5,173
2019/5/10,09:45:00,110.5,110.5,110,110.5,592
2019/5/10,10:00:00,110.5,110.5,110,110.5,161
2019/5/10,10:15:00,110.5,110.5,110,110.5,190
2019/5/10,10:30:00,110.5,110.5,110,110.5,288
2019/5/10,10:45:00,110,110.5,110,110.5,213
2019/5/10,11:00:00,110.5,110.5,110,110.5,405
2019/5/10,11:15:00,110.5,110.5,110,110.5,328
2019/5/10,11:30:00,110.5,110.5,110,110.5,206
2019/5/10,11:45:00,110.5,110.5,110,110.5,228
2019/5/10,12:00:00,110.5,110.5,110,110.5,190
2019/5/10,12:15:00,110.5,110.5,110,110,239
2019/5/10,12:30:00,110,110.5,110,110,280
2019/5/10,12:45:00,110.5,110.5,110,110.5,140
2019/5/10,13:00:00,110,110.5,110,110.5,184
2019/5/10,13:15:00,110.5,110.5,110,110,544
2019/5/13,09:00:00,110,110.5,110,110,854
2019/5/13,09:15:00,110,110.5,110,110.5,472
2019/5/13,09:30:00,110.5,110.5,110,110.5,555
2019/5/13,09:45:00,110.5,110.5,110,110,222
2019/5/13,10:00:00,110.5,110.5,110,110.5,100
2019/5/13,10:15:00,110,110.5,110,110.5,241
2019/5/13,10:30:00,110,110.5,110,110.5,272
2019/5/13,10:45:00,110.5,110.5,110,110.5,280
2019/5/13,11:00:00,110.5,110.5,110,110.5,283
2019/5/13,11:15:00,110,110.5,110,110.5,382
2019/5/13,11:30:00,110.5,110.5,110,110,223
2019/5/13,11:45:00,110,110.5,110,110,196
2019/5/13,12:00:00,110.5,110.5,110,110.5,239
2019/5/13,12:15:00,110,110.5,110,110,258
2019/5/13,12:30:00,110.5,110.5,110,110.5,321
2019/5/13,12:45:00,110,110.5,110,110.5,483
2019/5/13,13:00:00,110.5,110.5,110,110.5,323
2019/5/13,13:15:00,110,110.5,110,110,994
2019/5/14,09:00:00,110,110.5,109.5,110.5,890
2019/5/14,09:15:00,110.5,110.5,110,110,2086
2019/5/14,09:30:00,110.5,110.5,110,110.5,334
2019/5/14,09:45:00,110.5,110.5,110,110,744
2019/5/14,10:00:00,110.5,110.5,110,110.5,347
2019/5/14,10:15:00,110.5,111,110,111,601
2019/5/14,10:30:00,110.5,111,110.5,110.5,261
2019/5/14,10:45:00,111,111,110.5,111,230
2019/5/14,11:00:00,110.5,111,110.5,110.5,255
2019/5/14,11:15:00,111,111,110.5,111,1048
2019/5/14,11:30:00,111,111,110.5,111,295
2019/5/14,11:45:00,111,111,110.5,111,235
2019/5/14,12:00:00,111,111,110.5,111,203
2019/5/14,12:15:00,110.5,111,110.5,110.5,279
2019/5/14,12:30:00,110.5,111,110.5,111,201
2019/5/14,12:45:00,111,111,110.5,111,180
2019/5/14,13:00:00,110.5,111,110.5,111,254
2019/5/14,13:15:00,110.5,111.5,110.5,111.5,3065
2019/5/15,09:00:00,111,111.5,111,111,510
2019/5/15,09:15:00,111,111.5,110.5,111,364
2019/5/15,09:30:00,110.5,111.5,110.5,111,231
2019/5/15,09:45:00,111,111.5,110.5,111,100
2019/5/15,10:00:00,110.5,111.5,110.5,111,280
2019/5/15,10:15:00,111.5,111.5,111,111.5,168
2019/5/15,10:30:00,111,111.5,111,111,76
2019/5/15,10:45:00,111.5,111.5,111,111.5,102
2019/5/15,11:00:00,111.5,111.5,111,111,83
2019/5/15,11:15:00,111,111.5,111,111,104
2019/5/15,11:30:00,111.5,111.5,111,111.5,131
2019/5/15,11:45:00,111.5,111.5,111,111.5,91
2019/5/15,12:00:00,111.5,111.5,111,111.5,119
2019/5/15,12:15:00,111.5,111.5,111,111.5,121
2019/5/15,12:30:00,111,111.5,111,111.5,175
2019/5/15,12:45:00,111.5,111.5,111,111,375
2019/5/15,13:00:00,111,111.5,111,111,688
2019/5/15,13:15:00,111,111.5,110.5,110.5,1899
2019/5/16,09:00:00,110.5,111,110.5,110.5,258
2019/5/16,09:15:00,110.5,111,110.5,111,109
2019/5/16,09:30:00,111,111,110.5,111,103
2019/5/16,09:45:00,111,111,110.5,111,142
2019/5/16,10:00:00,110.5,111,110.5,111,159
2019/5/16,10:15:00,110.5,111,110.5,110.5,70
2019/5/16,10:30:00,111,111,110.5,110.5,85
2019/5/16,10:45:00,111,111,110.5,110.5,71
2019/5/16,11:00:00,111,111,110.5,110.5,190
2019/5/16,11:15:00,110.5,111,110.5,111,110
2019/5/16,11:30:00,110.5,111,110.5,110.5,88
2019/5/16,11:45:00,111,111,110.5,111,101
2019/5/16,12:00:00,111,111,110.5,110.5,147
2019/5/16,12:15:00,111,111,110.5,110.5,71
2019/5/16,12:30:00,110.5,111,110.5,110.5,96
2019/5/16,12:45:00,110.5,111,110.5,110.5,203
2019/5/16,13:00:00,111,111,110.5,111,378
2019/5/16,13:15:00,110.5,111,110.5,110.5,1152
2019/5/17,09:00:00,110.5,111,110.5,111,951
2019/5/17,09:15:00,111,111.5,111,111,255
2019/5/17,09:30:00,111,111.5,111,111,186
2019/5/17,09:45:00,111,111.5,111,111,190
2019/5/17,10:00:00,111.5,111.5,111,111,70
2019/5/17,10:15:00,111.5,111.5,111,111.5,212
2019/5/17,10:30:00,111,111.5,111,111.5,296
2019/5/17,10:45:00,111.5,111.5,111,111,132
2019/5/17,11:00:00,111,111.5,111,111,177
2019/5/17,11:15:00,111,111.5,111,111,231
2019/5/17,11:30:00,111,111.5,111,111,95
2019/5/17,11:45:00,111.5,111.5,111,111,131
2019/5/17,12:00:00,111,111.5,111,111.5,142
2019/5/17,12:15:00,111.5,111.5,111,111,122
2019/5/17,12:30:00,111.5,111.5,110.5,111,361
2019/5/17,12:45:00,110.5,111,110.5,110.5,453
2019/5/17,13:00:00,111,111,110.5,111,160
2019/5/17,13:15:00,111,111,110.5,111,640
2019/5/20,09:00:00,111,111.5,111,111.5,742
2019/5/20,09:15:00,111.5,111.5,111,111.5,295
2019/5/20,09:30:00,111.5,112,111,112,3522
2019/5/20,09:45:00,112,112,111.5,111.5,384
2019/5/20,10:00:00,111.5,112,111.5,112,402
2019/5/20,10:15:00,111.5,112,111.5,112,416
2019/5/20,10:30:00,112,112,111.5,112,603
2019/5/20,10:45:00,112,112,111.5,111.5,325
2019/5/20,11:00:00,112,112,111.5,112,253
2019/5/20,11:15:00,112,112,111.5,112,274
2019/5/20,11:30:00,112,112,111.5,112,228
2019/5/20,11:45:00,112,112,111.5,112,214
2019/5/20,12:00:00,112,112,111.5,112,238
2019/5/20,12:15:00,112,112,111.5,112,203
2019/5/20,12:30:00,112,112,111.5,111.5,202
2019/5/20,12:45:00,111.5,112,111.5,112,240
2019/5/20,13:00:00,111.5,111.5,111,111,979
2019/5/20,13:15:00,111,111.5,111,111.5,722
2019/5/21,09:00:00,112,112,111.5,112,647
2019/5/21,09:15:00,112,112.5,111.5,112.5,3610
2019/5/21,09:30:00,112,112.5,112,112.5,389
2019/5/21,09:45:00,112,112.5,112,112,228
2019/5/21,10:00:00,112.5,112.5,112,112,172
2019/5/21,10:15:00,112,112.5,112,112.5,311
2019/5/21,10:30:00,112.5,112.5,112,112,260
2019/5/21,10:45:00,112,112.5,112,112.5,290
2019/5/21,11:00:00,112.5,112.5,112,112,242
2019/5/21,11:15:00,112,112.5,112,112,242
2019/5/21,11:30:00,112.5,112.5,112,112.5,254
2019/5/21,11:45:00,112.5,112.5,112,112.5,246
2019/5/21,12:00:00,112.5,112.5,112,112,312
2019/5/21,12:15:00,112.5,112.5,112,112.5,249
2019/5/21,12:30:00,112.5,112.5,112,112.5,359
2019/5/21,12:45:00,112.5,112.5,112,112.5,359
2019/5/21,13:00:00,112.5,112.5,112,112.5,369
2019/5/21,13:15:00,112,112.5,112,112.5,1479
2019/5/22,09:00:00,112.5,112.5,112,112,426
2019/5/22,09:15:00,112,112.5,112,112.5,194
2019/5/22,09:30:00,112.5,112.5,112,112.5,289
2019/5/22,09:45:00,112,112.5,112,112,171
2019/5/22,10:00:00,112,112.5,112,112.5,270
2019/5/22,10:15:00,112.5,112.5,112,112,157
2019/5/22,10:30:00,112.5,112.5,112,112,177
2019/5/22,10:45:00,112,112.5,112,112,181
2019/5/22,11:00:00,112.5,112.5,112,112.5,148
2019/5/22,11:15:00,112,112.5,112,112,129
2019/5/22,11:30:00,112,112.5,112,112.5,168
2019/5/22,11:45:00,112,112.5,111.5,111.5,526
2019/5/22,12:00:00,111.5,112,111.5,111.5,110
2019/5/22,12:15:00,111.5,112,111.5,111.5,156
2019/5/22,12:30:00,111.5,112,111.5,111.5,227
2019/5/22,12:45:00,112,112,111.5,111.5,157
2019/5/22,13:00:00,112,112,111.5,111.5,181
2019/5/22,13:15:00,111.5,112,111.5,112,1630
2019/5/23,09:00:00,112,112,111.5,112,180
2019/5/23,09:15:00,111.5,112,111.5,112,141
2019/5/23,09:30:00,112,112,111.5,112,132
